Firm Name,Address,Nationality,Ineligible From, Ineligible Until,Notice Effective At EBRD,Originating Institution,Prohibited Practice
"Hunan Allonward Hydro-Generating Equipment Co., Ltd.","52#, Quanzhou North Rd Ningxiang High-tech Development Zone Changsha Hunan China 410600","China","2021-03-09T12:00:59Z","2025-03-08T12:00:59Z","2021-06-25T12:00:59Z","World Bank Group","Fraudulent Practice"
"Hunan Construction Group Co., Ltd.","70 North Chezhan Road, Wan Xiang Xin Tian Building, Furong District, Changsha, Hunan 410007 Station Road No. 70, Wan, Xiang Xin Tian Business Mansion 5, Building No. 31, 32f, Furong District, Changsha, Hunan 23 Chengnanzhong Road, Rongan Building 5th Floor, Changsha, Hunan","China",,Ongoing,"2019-10-22T12:26:59Z","World Bank Group","Fraudulent Practice"
"Hunan Leiyang Gezhouba New Energy Co., Ltd.","Pangjiaba(Commercial Center) Jingyang Village Jingyang Street Office Zhenba County Hanzhong City Shaanxi Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Hunan Water and Hydropower Construction Group Co., Ltd.","Floor 1, Tianze Mansion No. 290 North Shaoshan Road Yuhua District Changsha City Hunan China 414000","China",,Ongoing,"2022-12-02T03:40:59Z","World Bank Group","Fraudulent Practice"
"ICOR Ingenieria en Construcciones Orleans (ICOR) ","Calle Juan de Saavedra Esq. C3. No. 504, Piso 2, Oficina 2, Zona N. Zchachicala, La Paz, Bolivia","Bolivia",,Ongoing,"2017-05-31T01:15:59Z","World Bank Group","Fraudulent Practice"
"IM Distribuciones","Unknown","Honduras",,Ongoing,"2022-12-22T05:39:59Z","World Bank Group","Fraudulent Practice"
"INPRECO Ingenieria Prefabricados y Construccion ","Diagonal 12, 10-61; Zona 1, Quetzaltenango","Guatemala",,Permanent,"2016-02-25T02:22:59Z","Inter-American Development Bank Group","Collusive Practice"
"Ig-Togo Sarl","173 Mobutu, Sese Seko Boulevard, BP 391, Lome","Togo","2011-11-22T04:10:59Z",Ongoing,"2014-06-20T03:11:59Z","World Bank Group","Fraudulent Practice"
"Industrial Investment Group LLC","35A Ponomarenko St., Office 214, Minsk, 220015","Belarus","2020-05-06T03:00:59Z","2026-05-05T03:00:59Z","2020-07-06T02:42:59Z","World Bank Group","Fraudulent Practice"
"Information Computer Systems CJSC","31-33 Smolenska Str. Kyiv 03005 Ukraine","Ukraine","2014-07-09T10:25:59Z","2040-01-08T10:56:59Z","2016-11-18T11:25:59Z","World Bank Group","Corrupt Practice"
"Ingenieros Civiles Asociados S.A.","Av. 6 des Agosto No. 2577 Edif. Las Dos Torres, Piso 9 La Paz Bolivia","Bolivarian Republic of Venezuela",,Ongoing,"2019-06-03T10:38:59Z","World Bank Group","Collusive Practice"
"Ingenieros Consultores y Asesores Técnicos Sociedad de Responsabilidad Limitada de Capital Variable","Colonia Hato de Enmedio, Sector 8 Bloque 108, Casa 3902 Calle Principal in front of Hospital San Jorge same place as Hotel La Estancia Tegucigalpa Honduras","Honduras","2021-11-22T02:27:59Z","2033-11-21T02:27:59Z","2022-03-11T02:27:59Z","Inter-American Development Bank Group","Fraudulent Practice"
"Inner Mongolia Jiantou Development Construction Engineering Co., Ltd.","Room 1717, 17th Floor Building 4, Wanzheng Shangdu No 4 University East Street Saihan District Hohhot Inner Mongolia Autonomous Region Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Inner Mongolia Yuanshan Energy Co., Ltd.","Room 1803 Jiaqi Comprehensive Service Building Equipment Manufacturing Base Dongsheng District Ordos City Inner Mongolia China","China","2023-05-02T12:00:59Z","2026-05-01T12:00:59Z","2023-06-09T12:00:59Z","World Bank Group","Fraudulent Practices"
"Inner Mongolia Yuhe Construction Engineering Co., Ltd.","12-01-01181, Zone A Jinyu International Community South of Zhaosuhe Street and West of Chixi Road Qiaobei Town Hongshan District Chifeng City Inner Mongolia China","China","2023-05-02T12:00:59Z","2026-05-01T12:00:59Z","2023-06-09T12:00:59Z","World Bank Group","Fraudulent Practices"
"Innogy Solutions, Inc","Unit 1217-1219 City & Land Mega Plaza, ADB Avenue, Corner Gamet Road Ortigas Center, Pasig City Philippines","Philippines",,Ongoing,"2023-09-22T12:00:59Z","World Bank Group","Collusive Practice"
"International Epirotic Construction and Trading S.A., D.I.T.E. SA. ","10th KM. National Highway, Ioannina-Athens 45500","Greece",,Ongoing,"2016-02-25T02:24:59Z","World Bank Group","Fraudulent Practice"
"Intreprinderea Mixta Moldo-Irlandeza","Str. Muncesti, 801, Chisinau, Moldova-2029","Moldova","2011-11-08T04:33:59Z",Ongoing,"2015-07-07T03:34:59Z","World Bank Group","Fraudulent Practice"
"Inversiones Amber S.A.S.","CR 5 9 26 of 312 Complejo Sabana Pack Cajica Cajic (Cundinamarca) Colombia","Colombia","2023-07-20T12:00:59Z","2025-11-19T12:00:59Z","2023-11-27T12:00:59Z","World Bank Group","Collusive Practice"
"Inversiones Atlantic S.A. de C.V.","Kilometro 14 Carretera Panamericana frente a la Colonia Tierra Virgen San Martin El Salvador","El Salvador","2022-10-28T12:00:59Z","2037-10-27T12:00:59Z","2023-02-10T12:00:59Z","Inter-American Development Bank Group","Fraudulent and collusive practices"
"Inversiones Carwa S.A.","Avenida Petapa, 7-02, Zona 12 Reformita Guatemala, Guatemala","Guatemala","2019-09-10T12:00:59Z","2024-09-09T12:00:59Z","2019-12-27T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Ir. Norma Kumalawati ","President Director, PT Rifa Bestari, Wisma STACO, 6th floor, Jalan Casablanca Kav 18, Jakarta 12870, Indonesia","Indonesia","2011-05-17T09:53:59Z",Indefinite,"2011-11-29T10:54:59Z","Asian Development Bank","Fraudulent Practice"
"Isabel Patricia Carrizo","Nieva de Castilla 214 Andalgala Provincia de Catamarca C.P. 4740 Argentina","Argentina","2022-11-18T12:00:59Z","2029-11-17T12:00:59Z","2023-02-10T12:00:59Z","Inter-American Development Bank Group","Collusive and fraudulent practices"
"J. Mitra & Co. Private Limited","A-180 Okhla Industrial Area Phase #I, New Delhi, 110 020, India","India","2011-11-28T03:15:59Z",Ongoing,"2014-04-14T02:15:59Z","World Bank Group","Fraudulent Practice"
"JLM Distribuidora Comercio e Servicos EIRELI","Rua Leonel Curvelo 1129 Bairro Pereira Lobo Aracaju - SE Brazil 49052-125","Brazil","2023-11-01T12:00:59Z","2029-10-31T01:00:59Z","2024-02-12T12:00:59Z","Inter-American Development Bank Group","Fraudulent Practice"
"JOYCOT GENERAL CONTRACTORS LIMITED","Vikas Nyahururu P.O. Box 2027-20300 Nyahururu Kenya","Kenya","2023-09-08T12:00:59Z","2024-12-07T12:00:59Z","2024-03-11T12:00:59Z","African Development Bank Group","Fraudulent Practice"
"JV “KogonRemStroyKomplekt” LLC","7 Melioratorov Street Kaganskiy Rayon Bukharskaya Oblast Uzbekistan","Uzbekistan",,Ongoing,"2024-12-06T08:40:59Z","World Bank Group","Fraudulent Practice"
"JYC Import Export","Calle 6 No. 151 Zona Kami, Quillacollo, Cochabamba, Bolivia","Bolivia","2014-05-15T02:33:59Z",Ongoing,"2015-07-07T02:34:59Z","World Bank Group","Collusive Practice"
"Javier Olcina Feliu","Calle 50 con calle Elvira Mendez Edificio Financial Center (Towerbank) Piso 29 Panama City Panama","Panama","2022-02-25T12:00:59Z","2031-03-24T12:00:59Z","2022-05-26T12:00:59Z","Inter-American Development Bank Group","Fraudulent practice and corrupt practices"
"Jean Charles and Co./APEC","47, Complexe Louverture Apt 4, rue Louverture, Petion-Ville, Haiti","Haiti","2019-11-12T12:00:59Z","2026-11-11T12:00:59Z","2019-12-27T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Jiangxi Haozhe Construction Engineering Co., Ltd.","Store 308#, Block G5, Time Garden, 86 Qiandong Avenue, Shuidong Town, Zhanggong District, Ganzhou City, Jiangxi Province, China","China",,Ongoing,"2021-01-28T09:42:59Z","World Bank Group","Fraudulent Practice"
"Jiangxi Hengjian Road and Bridge Engineering Co., Ltd.","Miaopu, Yincheng County Dexing City, Shangrao Jiangxi Province Zip Code: 334200 China","China","2016-08-05T02:00:59Z",Ongoing,"2016-11-18T03:01:59Z","World Bank Group","Fraudulent Practice"
"Jiangxi Huawei Construction Materials Co., Ltd.","112 Yuhu Road, Xiaolan Development Zone, Nanchang County, Nanching City, Jiangzi Province, China","China",,Ongoing,"2021-01-28T09:45:59Z","World Bank Group","Fraudulent Practice"
"Jiangxi Luqiao Engineering Group Co., Ltd.","Floor 8, Zhonghang International Plaza, 1 North Ganjiang Avenue, Nanchang City, China","China",,Ongoing,"2021-01-28T09:39:59Z","World Bank Group","Fraudulent Practice"
"Jiangxi Mingqiang Electric Power Technology Co., Ltd. ","Section C, Industrial Park Area Chongren County Fuzhou City Jiangxi Province People's Republic of China","People's Republic of China","2023-03-24T12:00:59Z","2027-01-24T12:00:59Z","2023-08-04T12:00:59Z","Asian Development Bank","Fraudulent practices"
"Jiangxi Mingzheng Intelligent Electrical Co., Ltd. ","Jinchao Avenue Fuzhou High-tech Industrial Park Jiangxi Province People's Republic of China","People's Republic of China","2023-03-24T12:00:59Z","2027-01-24T12:00:59Z","2023-08-04T12:00:59Z","Asian Development Bank","Fraudulent practices"
"Jiangxi Mingzheng Technology Synergy Innovation Co., Ltd. ","No.171 Renmin Avenue Section C, Industrial Park Area Chongren County Fuzhou City People's Republic of China","People's Republic of China","2023-03-24T12:00:59Z","2027-01-24T12:00:59Z","2023-08-04T12:00:59Z","Asian Development Bank","Fraudulent practices"
"Jiangxi Mingzheng Transformer Equipment Co., Ltd","Zone C, Chongren Industrial Park Fuzhou City Jiangxi Province People's Republic of China","China","2023-03-24T12:00:59Z","2027-01-24T12:00:59Z","2023-08-04T12:00:59Z","Asian Development Bank","Fraudulent Practice"
"Jiangxi Mingzheng Transformer Equipment Technology Service Co., Ltd. ","Section C, Industrial Park Area Chongren County Fuzhou City Jiangxi Province People's Republic of China","People's Republic of China","2023-03-24T12:00:59Z","2027-01-24T12:00:59Z","2023-08-04T12:00:59Z","Asian Development Bank","Fraudulent practices"
"Jiangxi Province Qunli Construction Co., Ltd.","No. 293 Yongfeng Avenue, Guangfeng District, Shangrao City, Jiangxi, China 414000","China",,Ongoing,"2022-05-26T07:27:59Z","World Bank Group","Fraudulent Practice"
"Jiayu Gezhouba Cements Co., Ltd.","Shiquan Village Gaotieling Town Jiayu County People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Jing Yapeng","No. 6 Epang 1st Road, Weiyang District, Xi'an City, People's Republic of China","China","2020-08-07T04:51:59Z","2026-08-07T04:51:59Z","2021-04-28T12:00:59Z","Asian Development Bank","Collusive Practice"
"Jingxing Xinjiao Construction Project Management Co., Ltd.","Floor 6, North Tower Jingxing Economic Development Zone Shijiazhuang Hebei China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Jiujiang Zhuotai Construction Engineering Co., Ltd.","Room 1803, Unit 1 Building 1, Guanlan Shengshi Community Jiujiang Economic and Technological Development Zone, Jiujiang City Jiangxi Province China","China",,Ongoing,"2022-12-02T12:33:59Z","World Bank Group","Fraudulent Practice"
"John B. Katende","Plot 636, Nbeeba, Masaka Road P.O. Box 22057 Kampala Uganda","Uganda",,Ongoing,"2018-01-05T10:58:59Z","World Bank Group","Corrupt Practice"
"Jose Antonio Lazaro Romeu","Comte d Urqell, 204, 5B 08036 Barcelona Espana","Spain","2022-11-14T12:00:59Z","2032-11-13T12:00:59Z","2023-02-10T12:00:59Z","Inter-American Development Bank Group","Fraudulent practices and corrupt practice"
"Joyluck Venture India Pvt. Ltd.","S-481 Greater Kailash-11, New Delhi, South Delhi, 110048, India","India",,Ongoing,"2022-12-02T12:00:59Z","World Bank Group","Fraudulent Practice"
"Juan Elder Osorio","6a Avenida 'A' 13-24, Zona 9, Oficina 103 Torre Empresarial Canet Guatemala, Guatemala","Guatemala","2019-09-10T12:00:59Z","2024-09-09T12:00:59Z","2019-12-27T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Juan José Acosta González","Pol. Ind. La Gravera Avda Dehesa del Piomo, 26 21440 Lepe Huelva Spain","Spain","2021-02-09T03:03:59Z","2028-02-08T03:03:59Z","2021-04-28T02:04:59Z","Inter-American Development Bank Group","Corrupt Practice"
"Juckon Construction and Allied Services Nigeria Limited","10 Odozi Obodo Street Off Ezenei Road Asaba Delta State Nigeria","Nigeria",,Ongoing,"2023-11-27T02:56:59Z","World Bank Group","Corrupt Practice"
"Julio Enrique Reyna Arreaga","Edificio Plaza Polanco. Zona 1, Tercer nivel 'COMICASA' Quetzaltenango, Guatemala","Guatemala","2018-04-27T12:00:59Z","2030-04-26T12:00:59Z","2018-08-07T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Juydam-Tamirchi LLC","Dashnaya 8, Fergana city Fergana Region Uzbekistan","Uzbekistan",,Ongoing,"2023-03-30T12:00:59Z","World Bank Group","Collusive Practice"
"K.M. Sharifov","c/o LLC Hofiz 2015 20 Years of Independence Street Vahdat City TAJIKISTAN","Tajikistan","2021-02-12T12:00:59Z","2024-08-12T12:00:59Z","2022-01-14T12:00:59Z","Asian Development Bank","Fraudulent Practice"
"K.R.G. Associates","#5 Chellan Nagar, Puducherry 605011, India","India",,Ongoing,"2018-05-14T01:17:59Z","World Bank Group","Fraudulent Practice"
"KS-GROUP LLP","Nur-Sultan, St. Zhanibek Tarkhana 4, office 405 Kazakhstan","Kazakhstan","2023-10-18T09:02:59Z","2025-04-17T09:02:59Z","2023-10-18T09:02:59Z","European Bank for Reconstruction and Development","Fraudulent Practice"
"Kairos Construtora Ltda.","Avenida Fernao Dias Paes Leme, 135 D - Altos, Conjunto Dom Pedro II, CEP: 69042-690, Manaus, AM, Brazil","Brazil",,Ongoing,"2024-04-07T11:00:59Z","World Bank Group","Fraudulent Practice"
"Kenoster (Nigeria) Limited","35 Kenyatta Street Uwami-Enugu Nigeria","Nigeria",,Ongoing,"2024-03-11T04:20:59Z","World Bank Group","Fraudulent Practice"
"KogonNefteGazEnergoService LLC","55 Melioratorov Street Kaganskiy Rayon Bukharskaya Oblast Uzbekistan","Uzbekistan","2022-01-04T02:00:59Z","2025-01-03T02:00:59Z","2022-03-11T02:00:59Z","World Bank Group","Fraudulent Practice"
"Kuoy Vuoch Construction Co., Ltd.","Peal Nhek I Village, Sangkat Pteas Prey, Pursat City, Pursat Province, Cambodia","Cambodia",,Ongoing,"2016-11-18T01:22:59Z","World Bank Group","Fraudulent Practice"
"Kuqa Hanjin Energy Investment Co., Ltd.","Room 204, Unit 1, Building B-9, Xiyuan Warm Garden Community Tianshan Middle Road Kuqa County Aksu Prefecture Xinjiang People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"L'Enterprise Generale De Construction Rijavola","Lot IVL 58 AP, BIS, Andohatapenaka-III, Antananarivo 101, Madagascar","Madagascar","2014-06-03T02:47:59Z",Ongoing,"2015-07-07T02:47:59Z","World Bank Group","Fraudulent Practice"
"L'Entreprise Generale de Construction Erline (Erline)","Lot II A 119 SA, Nanisana, Antananarivo 101, Madagascar","Madagascar","2014-05-28T12:49:59Z",Ongoing,"2014-12-01T01:49:59Z","World Bank Group","Fraudulent Practice"
"L'Entreprise Generale de Construction Safidy ("Safidy")","Lot VT 77 LD Bis Andohanimandroseza, Antananarivo 101, Madagascar","Madagascar","2013-05-10T12:53:59Z",Ongoing,"2013-12-18T01:54:59Z","World Bank Group","Fraudulent Practice"
"L'Entreprise Generale de Construction Tsimanavaka (Tsimanavaka)","Lot IVO 69 K 43 BIS Anthohomadinika Atsimo, 101 Antananarivo, Madagascar","Madagascar","2014-05-28T12:47:59Z",Ongoing,"2014-12-01T01:48:59Z","World Bank Group","Fraudulent Practice"
"LAO-AEC Consulting Co. Ltd.","Home No. 184, Unit 8, Ban Saphanthong, Sisattanak District, Vientiane Capital, Lao People's Democratic Republic","Lao People's Democratic Republic","2019-12-17T10:16:59Z","2024-12-17T10:17:59Z","2020-05-18T09:17:59Z","Asian Development Bank","Fraudulent Practice"
"LEONARDO IVAN NOBLECILLA SOTOMAYOR","Urdesa, calle 2 casa No. 714 A entre Ficus y Guayacanes, Guayaquil, Ecuador","Ecuador","2018-10-31T12:00:59Z","2030-10-30T12:00:59Z","2018-12-13T12:00:59Z","Inter-American Development Bank Group","Corrupt Practice"
